Raison Sociale,site_id,FAIT,category,TEXTE FRANÇAIS,TEXTE  ANGLAIS,PHOTO,Longitude,Latitude,Ville,,Type,Sous-type,Ligne adresse 1,NumÈro,ComplÈment numÈro,Type de voie,Voie,Ligne adresse 3,Boite postale,Code postal,,Bureau distributeur,Indicateur cÈdex,CÈdex,TÈlÈphone,Mail,Adresse Web,,,
Eglise Saint Michel de Frigolet,,,,,,,4.728134,43.85825,Tarascon,,cdt:Monument,Eglise,,,,,,Lieu-dit St Michel de Frigolet,,13150,,TARASCON,non,,04 90 95 70 07,,http://www.frigolet.com,,,
Centre ancien de PÈlissanne,,,,,,,5.193726,43.625407,PÈlissanne,,cdt:Site,Village perchÈ - village pittoresque,,,,,,,,13330,,PELISSANNE,non,,04 90 55 15 55,,,,,
Pavillon de Grignan,,,,,,,4.9845969,43.5162171,Istres,,cdt:Monument,Pavillon,,,,Avenue,Adam de craponne,,,13800,,ISTRES,non,,04 42 55 50 00,,,,,
Eglise Saint Sauveur,,,,,,,5.570111,43.29345,Aubagne,,cdt:Monument,Eglise,,,,Place,De l'Eglise,,,13400,,AUBAGNE,non,,04 42 03 11 72,,,,,
Niches urbaines,,,,,,,4.841977,43.841579,Eyragues,,cdt:Monument,Chemin de croix - croix,,,,,,,,13630,,EYRAGUES,non,,04 90 92 84 47,,,,,
PresbytËre de PÈlissanne,,,,,,,5.150491,43.631167,PÈlissanne,,cdt:Monument,PresbytËre,,,,Place,Eric Croux,,,13330,,PELISSANNE,non,,04 90 55 02 63,,,,,
Monument Etienne Richaud,,,,,,,5.055124,43.404723,Martigues,,cdt:Monument,Patrimoine divers,,,,Rue,De la RÈpublique,,,13500,,MARTIGUES,non,,04 42 42 31 10,,,,,
Chapelle Saint-VÈran,,,,,,,5.0368005,43.7917436,Orgon,,cdt:Monument,Chapelle,,,,,,,,13660,,ORGON,non,,04 90 73 09 54,,,,,
Cirque de CalËs,,,,,,,5.090185,43.707188,Lamanon,,cdt:Site,Grotte archÈologique,Association CalËs-Saint-Denis,,,,,,,13113,,LAMANON,non,,"04 90 59 54 62

06 76 51 76 22",calessaintdenis@free.fr,http://www.cales-lamanon.fr,,,
Bastide du Jas de Bouffan,,,,,,,5.420108,43.529896,Aix en Provence,,cdt:Monument,Bastide,,,,Route,De Galice,,,13090,,AIX EN PROVENCE,non,,00 00 00 00 00,,http://www.aixenprovencetourism.com,,,
Porte de l'Horloge,,,,,,,5.097258,43.641176,Salon de Provence,,cdt:Monument,Porte,,,,Rue,De l'Horloge,,,13300,,SALON DE PROVENCE,non,,04 90 44 89 00,,,,,
HÙtel de ClÈmens ou Maison de l'Abbesse,,,,,,,4.660486,43.806206,Tarascon,,cdt:Monument,HÙtel particulier,,,,Place,Pie,,,13150,,TARASCON,non,,04 90 91 03 52,,http://www.tarascon.fr,,,
Chapelle des PÈnitents Blancs,,,,,,,4.900653,43.875205,Noves,,cdt:Monument,Chapelle,,,,Rue,Louis Vouland,,,13550,,NOVES,non,,04 90 24 43 07,,,,,
La Poudrerie,,,,,,,5.071672,43.555806,Saint Chamas,,cdt:Monument,Patrimoine divers,,,,,,,,13250,,ST CHAMAS,non,,"04 90 50 06 71

04 90 58 27 93",poudrerie13@yahoo.fr,,,,
Bastide du chemin de Paradis,,,,,,,5.0482,43.407655,Martigues,,cdt:Monument,Bastide,,9,,Chemin,De Paradis,,,13500,,MARTIGUES,non,,04 42 41 39 60,,,,,
Village d'Aureille,,,,,,,4.941872,43.698312,Aureille,,cdt:Site,Village perchÈ - village pittoresque,,,,,,,,13930,,AUREILLE,non,,"04 90 59 92 01

04 90 59 93 80",contact@mairie-aureille.fr,,,,
Castellas de Roquemartine,,,,,,,5.079327,43.75166,EyguiËres,,cdt:Monument,"Ch‚teau-fort

Ch‚teau",,,,Route,D'Orgon,,,13430,,EYGUIERES,non,,04 90 59 82 44,,,,,
Village de Noves,,,,,,,4.902263,43.875685,Noves,,cdt:Site,Village perchÈ - village pittoresque,,,,,,,,13550,,NOVES,non,,04 90 92 90 43,tourisme.noves@wanadoo.fr,http://www.noves.com/office_tourisme/accueil.php,,,
Pavillon de la Reine Jeanne,,,,,,,4.817418,43.723826,Les Baux de Provence,,cdt:Monument,Pavillon,,,,,,Vallon de la Fontaine,,13520,,LES BAUX DE PROVENCE,non,,04 90 54 34 39,,http://www.lesbauxdeprovence.com,,,
Chapelle Notre Dame du Ch‚teau,,,,,,,4.782087,43.783486,Saint Etienne du GrËs,,cdt:Monument,Chapelle,,,,,Vieux chemin d'Arles,,,13103,,SAINT ETIENNE DU GRES,non,,04 90 49 16 46,,,,,
Chapelle Saint Julien,,,,,,,4.684924,43.813731,Boulbon,,cdt:Monument,Chapelle,,,,,,,,13150,,BOULBON,non,,04 90 43 95 47,mairiedeboulbon@wanadoo.fr,http://www.mairie-boulbon.fr,,,
Chapelle Saint Sixte,,,,,,,4.9454803,43.7701135,EygaliËres,,cdt:Monument,Chapelle,,,,Route,D'Orgon,,,13810,,EYGALIERES,non,,04 90 95 91 01,,,,,
Chapelle Saint Marcellin,,,,,,,4.684924,43.813731,Boulbon,,cdt:Monument,Chapelle,,,,,,,,13150,,BOULBON,non,,04 90 43 95 47,mairiedeboulbon@wanadoo.fr,http://www.mairie-boulbon.fr,,,
Le Mas de Brau,,,,,,,4.87813,43.705143,MouriËs,,cdt:Monument,Mas,,,,,,,,13890,,MOURIES,non,,04 90 47 56 58,,,,,
Ch‚teau de Roussan,,,,,,,4.684393,43.798169,Saint RÈmy de Provence,,cdt:Monument,Ch‚teau,,,,Route,De Tarascon,,,13210,,SAINT REMY DE PROVENCE,non,,04 90 92 11 63,contact@chateauderoussan.com,,,,
HÙtel Jean de Brion,,,,,,,4.79522,43.744045,Les Baux de Provence,,cdt:Monument,HÙtel particulier,,,,,Grand'Rue FrÈdÈric Mistral,,,13520,,LES BAUX DE PROVENCE,non,,04 90 54 34 17,morvan@wanadoo.fr,http://perso.wanadoo.fr/fondationlouisjou/index.html,,,
"Calvaire, Oratoires, Croix et Statues",,,,,,,4.87813,43.705143,MouriËs,,cdt:Monument,Oratoire,,,,,,,,13890,,MOURIES,non,,04 90 47 56 58,,,,,
Village d'EygaliËres,,,,,,,4.955474,43.763806,EygaliËres,,cdt:Site,Village perchÈ - village pittoresque,,,,,,,,13810,,EYGALIERES,non,,04 90 90 65 44,,,,,
Porte d'EyguiËres,,,,,,,4.817418,43.723826,Les Baux de Provence,,cdt:Monument,Porte,,,,,,,,13520,,LES BAUX DE PROVENCE,non,,04 90 54 34 39,,http://www.lesbauxdeprovence.com,,,
Village d'Aurons,,,,,,,5.149453,43.672184,Aurons,,cdt:Site,Village perchÈ - village pittoresque,,,,,,,,13121,,AURONS,non,,04 90 55 63 02,,,,,
CollÈgiale Saint Martin,,,,,,,4.830218,43.788698,Saint RÈmy de Provence,,cdt:Monument,CollÈgiale,,,,Boulevard,Marceau,,,13210,,SAINT REMY DE PROVENCE,non,,04 90 92 10 51,,,,,
Eglise Saint Laurent,,,,,,,4.955474,43.763806,EygaliËres,,cdt:Monument,Eglise,,,,,,,,13810,,EYGALIERES,non,,04 90 90 65 44,,,,,
Abbaye Saint-Pierre-des-Canons,,,,,,,5.149453,43.672184,Aurons,,cdt:Monument,Abbaye,,,,Route,Du Val de Cuech,DÈpartementale 16,,13121,,AURONS,non,,04 90 56 10 90,prieure.ste.m.madeleine@orange.fr,,,,
Autel La Coquille,,,,,,,4.743712,43.726778,Fontvieille,,cdt:Monument,Patrimoine divers,,,,,,Lieu dit les Taillades,,13990,,FONTVIEILLE,non,,04 90 54 67 49,,,,,
Eglise Sainte Anne,,,,,,,4.684924,43.813731,Boulbon,,cdt:Monument,Eglise,,,,Impasse,Jollion,,,13150,,BOULBON,non,,04 90 43 95 47,mairiedeboulbon@wanadoo.fr,http://www.mairie-boulbon.fr,,,
HÙtel Mistral de Mondragon,,,,,,,4.8300367,43.7885909,Saint RÈmy de Provence,,cdt:Monument,HÙtel particulier,,,,Place,Favier,,,13538,,SAINT REMY DE PROVENCE,non,,04 90 92 68 24,musee.alpilles@wanadoo.fr,http://www.ateliermuseal.net,,,
Les Antiques,,,,,,,4.845673,43.781562,Saint RÈmy de Provence,,cdt:Monument,Arc de triomphe,,,,,,Plateau des Antiques,,13210,,SAINT REMY DE PROVENCE,non,,00 00 00 00 00,,,,,
Eglise Saint Baudile,,,,,,,4.902306,43.878098,Noves,,cdt:Monument,Eglise,,,,Place,De l'Eglise,,,13550,,NOVES,non,,04 90 92 90 43,,,,,
Chapelle St Pierre,,,,,,,5.031359,43.549508,Saint Chamas,,cdt:Monument,Chapelle,,,,Place,St Pierre,,,13250,,ST CHAMAS,non,,04 90 50 90 54,tourisme-saintchamas@orange.fr,,,,
Chapelle Saint-Symphorien,,,,,,,5.170198,43.685526,VernËgues,,cdt:Monument,Chapelle,,,,RD,22,,,13116,,VERNEGUES,non,,04 90 59 36 07,,,,,
Pointe de Brise Lames (cale),,,,,,,5.05929,43.406871,Martigues,,cdt:Site,Place - Cours,,,,,,,,13500,,MARTIGUES,non,,04 00 00 00 00,,,,,
Place de la LibÈration,,,,,,,5.053728,43.404811,Martigues,,cdt:Site,"Place - Cours

Quartier historique",,,,,,Quartier de L'Œle,,13500,,MARTIGUES,non,,00 00 00 00 00,,,,,
Cours et quai Aristide Briand,,,,,,,5.053385,43.404701,Martigues,,cdt:Site,Place - Cours,,,,Cours,Aristide Briand,,,13500,,MARTIGUES,non,,00 00 00 00 00,,,,,
Cours du 4 Septembre,,,,,,,5.055372,43.402515,Martigues,,cdt:Site,Place - Cours,,,,Cours,Du 4 Septembre,,,13500,,MARTIGUES,non,,00 00 00 00 00,,,,,
Eglise Sainte-CÈcile,,,,,,,5.146185,43.390426,Ch‚teauneuf les Martigues,,cdt:Monument,Eglise,Bd Germain Clairin,,,,,,,13220,,CHATEAUNEUF LES MARTIGUES,non,,04 42 79 88 28,,,,,
Place des Martyrs,,,,,,,5.057289,43.402361,Martigues,,cdt:Site,Place - Cours,,,,Place,Des Martyrs,,,13500,,MARTIGUES,non,,00 00 00 00 00,,,,,
CollÈgiale Saint-Laurent,,,,,,,5.097697,43.642483,Salon de Provence,,cdt:Monument,CollÈgiale,,,,Rue,MarÈchal Joffre,,,13300,,SALON DE PROVENCE,non,,04 90 56 06 40,,,,,
Orgue de Saint Laurent,,,,,,,5.097697,43.642483,Salon de Provence,,cdt:Monument,Orgue,CollÈgiale Saint-Laurent,,,Rue,Du MarÈchal Joffre,,,13300,,SALON DE PROVENCE,non,,04 90 56 06 40,,,,,
Abbaye de Montmajour,,,,,,,4.66095,43.706353,Arles,,cdt:Monument,Abbaye,,,,Route,De Fontvieille,,,13200,,ARLES,non,,04 90 54 64 17,abbaye-de-montmajour@monuments-nationaux.fr,http://montmajour.monuments-nationaux.fr/fr/,,,
Les Oratoires,,,,,,,5.510198,43.352286,Allauch,,cdt:Monument,Oratoire,,,,,,Vieux Village,,13190,,ALLAUCH,non,,04 91 10 49 20,ot.allauch@visitprovence.com,http://tourisme.allauch.com,,,
Esplanade des Moulins,,,,,,,5.509247,43.360925,Allauch,,cdt:Site,Place - Cours,,,,,,Allauch Village,,13190,,ALLAUCH,non,,04 91 10 49 20,ot.allauch@visitprovence.com,http://www.tourisme.allauch.com,,,
HÙtel Meyronnet de Saint Marc,,,,,,,5.449033,43.527616,Aix en Provence,,cdt:Monument,HÙtel particulier,,5,,Rue,Papassaudi,,,13100,,AIX EN PROVENCE,non,,06 86 66 42 83,,,,,
L'Èglise et sa table d'orientation,,,,,,,4.806604,43.637085,Saint Martin de Crau,,cdt:Monument,Patrimoine divers,,,,,,,,13310,,SAINT MARTIN DE CRAU,non,,04 90 47 98 40,tourisme@ville-saint-martin-de-crau.fr,,,,
Fontaine Cocotte,,,,,,,5.0297913,43.6943816,EyguiËres,,cdt:Monument,Fontaine,,,,Place,Croix-du-PrÍche,,,13430,,EYGUIERES,non,,04 90 59 82 44,,,,,
Chapelle Saint Blaise,,,,,,,4.817418,43.723826,Les Baux de Provence,,cdt:Monument,Chapelle,,,,,,,,13520,,LES BAUX DE PROVENCE,non,,04 90 54 55 56,message@chateau-baux-provence.com,http://www.chateau-baux-provence.com,,,
Le Vieux Bassin,,,,,,,5.484719,43.335364,Allauch,,cdt:Monument,Patrimoine divers,,,,MontÈe,Barret,,,13190,,ALLAUCH,non,,04 91 10 49 20,ot.allauch@visitprovence.com,http://tourisme.allauch.com,,,
Kiosque ‡ musique Vincent Scotto,,,,,,,5.095822,43.642111,Salon de Provence,,cdt:Monument,Patrimoine divers,,,,Place,Des Martyrs,,,13300,,SALON DE PROVENCE,non,,04 90 44 89 00,,,,,
Chapelle Saint Sulpice,,,,,,,4.985897,43.51611,Istres,,cdt:Monument,Chapelle,,,,Chemin,De Tivoli,,,13800,,ISTRES,non,,04 42 34 20 68,,,,,
Aqueducs romains de Barbegal,,,,,,,4.721439,43.704336,Fontvieille,,cdt:Monument,Aqueduc,,,,RD,33,,,13990,,FONTVIEILLE,non,,04 90 54 67 49,,,,,
La Poterne,,,,,,,5.510198,43.352286,Allauch,,cdt:Monument,Porte,,,,,,Allauch Village,,13190,,ALLAUCH,non,,04 91 10 49 20,ot.allauch@visitprovence.com,http://tourisme.allauch.com,,,
Lavoir ‡ colonnes,,,,,,,5.0078451,43.7100748,EyguiËres,,cdt:Monument,Lavoir,,,,Chemin,Sainte Anne,,,13430,,EYGUIERES,non,,04 90 59 82 44,,,,,
Fontaine Coquille,,,,,,,5.032302,43.694784,EyguiËres,,cdt:Monument,Fontaine,,,,Rue,Du Couvent,,,13430,,EYGUIERES,non,,04 90 59 82 44,,,,,
La cathÈdrale Saint Sauveur,,,,,,,5.447656,43.531401,Aix en Provence,,cdt:Monument,CathÈdrale,,34,,Place,Des Martyrs de la RÈsistance,,,13100,,AIX EN PROVENCE,non,,04 42 23 45 65,,http://www.cathedrale-aix.net,,,
Moulin d'Alphonse Daudet,,,,,,,4.712791,43.721056,Fontvieille,,cdt:Monument,Moulin,,,,AllÈe,Des Pins,,,13990,,FONTVIEILLE,non,,04 90 54 67 49,,,,,
Cadran solaire,,,,,,,5.0301612,43.6945661,EyguiËres,,cdt:Monument,Patrimoine divers,,,,Place,De l'Ancien HÙtel de Ville,,,13430,,EYGUIERES,non,,04 90 59 82 44,,,,,
HÙtel de Ville,,,,,,,5.099439,43.640665,Salon de Provence,,cdt:Monument,Patrimoine divers,,174,,Place,De l'hÙtel de ville,,120,13657,,SALON DE PROVENCE,non,,04 90 44 89 00,,http://www.salon-de-provence.fr,,,
Halle Cessieux,,,,,,,4.824309,43.406997,Port Saint Louis du RhÙne,,cdt:Monument,Halles,,,,,Faubourg Hardon,,,13230,,PORT SAINT LOUIS DU RHONE,non,,04 42 86 91 15,,,,,
Fontaine Calandalo,,,,,,,5.030631,43.695106,EyguiËres,,cdt:Monument,Fontaine,,,,Place,Thiers,,,13430,,EYGUIERES,non,,04 90 59 82 44,,,,,
Ch‚teau des Baux,,,,,,,4.817418,43.723826,Les Baux de Provence,,cdt:Monument,Ch‚teau,,,,,,,,13520,,LES BAUX DE PROVENCE,non,,04 90 54 55 56,message@chateau-baux-provence.com,http://www.chateau-baux-provence.com,,,
Cours Voltaire,,,,,,,5.57223,43.300106,Aubagne,,cdt:Site,Place - Cours,,,,,,,,13400,,AUBAGNE,non,,04 42 03 49 98,accueil@oti-paysdaubagne.com,http://oti-paysdaubagne.com,,,
Fontaine Trinquetaille,,,,,,,5.034238,43.69836,EyguiËres,,cdt:Monument,Fontaine,,,,Rue,Jean Bayol,,,13430,,EYGUIERES,non,,04 90 59 82 44,,,,,
Fontaine Fontvieille,,,,,,,5.030631,43.695106,EyguiËres,,cdt:Monument,Fontaine,,,,Place,Thiers,,,13430,,EYGUIERES,non,,04 90 59 82 44,,,,,
Moulin Camoin,,,,,,,5.47996,43.335952,Allauch,,cdt:Monument,Moulin,,,,Esplanade,FrÈdÈric Mistral,,,13190,,ALLAUCH,non,,04 91 10 49 20,ot.allauch@visitprovence.com,http://tourisme.allauch.com,,,
HÙtel d'Olivary,,,,,,,5.4500703,43.5256996,Aix en Provence,,cdt:Monument,HÙtel particulier,,10,,Rue,Du 4 septembre,,,13100,,AIX EN PROVENCE,non,,"04 42 26 86 07

04 88 05 04 85

06 67 77 59 47",salonsdolivary@hotmail.fr,http://www.salonsdolivary.com,,,
Oppidum de Bayon,,,,,,,5.532196,43.540352,Saint Antonin sur Bayon,,cdt:Site,Oppidum,,,,,,,,13100,,SAINT ANTONIN SUR BAYON,non,,04 42 66 91 51,,,,,
ThÈ‚tre de Verdure,,,,,,,5.635228,43.296591,GÈmenos,,cdt:Monument,Patrimoine divers,,,,,,VallÈe de Saint Pons,,13420,,GEMENOS,non,,04 42 32 89 00,,,,,
Ch‚teau de Montauban,,,,,,,4.712549,43.726464,Fontvieille,,cdt:Monument,Ch‚teau,,,,Chemin,Montauban,,,13990,,FONTVIEILLE,non,,04 90 54 67 49,,,,,
Le village des Baux de Provence,,,,,,,4.817418,43.723826,Les Baux de Provence,,cdt:Site,CitÈ mÈdiÈvale,,,,,,,,13520,,LES BAUX DE PROVENCE,non,,04 90 54 34 39,tourisme@lesbauxdeprovence.com,http://www.lesbauxdeprovence.com,,,
Fontaine Gilouse,,,,,,,5.035118,43.70217,EyguiËres,,cdt:Monument,Fontaine,,,,Chemin,Des FrËres Mineurs,,,13430,,EYGUIERES,non,,04 90 59 82 44,,,,,
Parcours des Oratoires,,,,,,,5.261829,43.651131,Lambesc,,cdt:Monument,Oratoire,MusÈe du Vieux Lambesc,2,,Rue,Du Jas,,,13410,,LAMBESC,non,,04 42 92 72 49,,,,,
Grotte aux Palmiers,,,,,,,5.576243,43.625964,Peyrolles en Provence,,cdt:Site,Grotte archÈologique,,,,,,,,13860,,PEYROLLES EN PROVENCE,non,,0,,,,,
Fontaine de Bormes,,,,,,,5.0078451,43.7100748,EyguiËres,,cdt:Monument,Fontaine,,,,Chemin,Sainte Anne,,,13430,,EYGUIERES,non,,04 90 59 82 44,,,,,
Plaque CommÈmorative des FrËres LumiËre,,,,,,,5.626563,43.198733,La Ciotat,,cdt:Monument,Patrimoine divers,Gare SNCF,,,Avenue,De la Gare,,,13600,,LA CIOTAT,non,,04 42 08 61 32,,,,,
Chapelle du Castellet,,,,,,,4.679425,43.707547,Fontvieille,,cdt:Monument,Chapelle,,,,,,,,13990,,FONTVIEILLE,non,,04 90 54 67 49,,,,,
Le quartier du MÈjan,,,,,,,4.624515,43.678503,Arles,,cdt:Site,Quartier historique,,,,,,,,13200,,ARLES,non,,04 90 18 41 20,,http://www.patrimoine.ville-arles.fr/arles/ville.cfm?action=quartier&id=16,,,
Le quartier de la Roquette,,,,,,,4.622133,43.67588,Arles,,cdt:Site,Quartier historique,,,,,,,,13200,,ARLES,non,,04 90 18 41 20,,http://www.patrimoine.ville-arles.fr/arles/ville.cfm?action=quartier&id=26,,,
L'Hauture,,,,,,,4.631853,43.675865,Arles,,cdt:Site,Quartier historique,,,,,,,,13200,,ARLES,non,,04 90 18 41 20,,http://www.patrimoine.ville-arles.fr/arles/ville.cfm?action=quartier_histoire&id=14,,,
PrieurÈ Saint Peyre d'Entremonts,,,,,,,4.726031,43.745894,Fontvieille,,cdt:Monument,PrieurÈ,,,,,,,,13990,,FONTVIEILLE,non,,04 90 54 67 49,,,,,
Castrum du Mont Paon,,,,,,,4.725344,43.744375,Fontvieille,,cdt:Monument,Ch‚teau,,,,,,,,13990,,FONTVIEILLE,non,,04 90 54 67 49,,,,,
Lavoir,,,,,,,4.699531,43.72684,Fontvieille,,cdt:Monument,Lavoir,,,,,,,,13990,,FONTVIEILLE,non,,04 90 54 67 49,,,,,
Maisons typiques de Fontvieille,,,,,,,4.707749,43.726514,Fontvieille,,cdt:Monument,Maison,,,,,,,,13990,,FONTVIEILLE,non,,04 90 54 67 49,,,,,
Meunerie hydraulique de Barbegal,,,,,,,4.721267,43.703018,Fontvieille,,cdt:Monument,Moulin,,,,,,,,13990,,FONTVIEILLE,non,,04 90 54 67 49,,,,,
Dolmens,,,,,,,4.67612,43.709889,Fontvieille,,cdt:Monument,Dolmen - Tumulus,,,,,,,,13990,,FONTVIEILLE,non,,04 90 54 67 49,,,,,
Les carriËres,,,,,,,4.742897,43.728359,Fontvieille,,cdt:Site,Site industriel historique,,,,,,,,13990,,FONTVIEILLE,non,,04 90 54 67 49,,,,,
HypogÈes,,,,,,,4.676099,43.709439,Fontvieille,,cdt:Monument,Dolmen - Tumulus,,,,,,,,13990,,FONTVIEILLE,non,,04 90 54 67 49,,,,,
Ch‚teau d'Estoublon,,,,,,,4.741373,43.733972,Fontvieille,,cdt:Monument,Ch‚teau,,,,,,,,13990,,FONTVIEILLE,non,,04 90 54 64 00,,,,,
Chapelle de la CharitÈ,,,,,,,4.629106,43.675329,Arles,,cdt:Monument,Chapelle,,,,Boulevard,Des Lices,,,13200,,ARLES,non,,04 90 52 52 52,,http://www.patrimoine.ville-arles.fr/arles/ville.cfm?action=edifice&id=55,,,
Eglise Notre Dame de la Major,,,,,,,4.6323944,43.6777822,Arles,,cdt:Monument,Eglise,,20,,Place,De la Major,,,13200,,ARLES,non,,06 43 95 76 32,,http://www.patrimoine.ville-arles.fr/arles/ville.cfm?action=edifice&id=39,,,
Ermitage de Saint Jean du Puy,,,,,,,5.713544,43.44531,Trets,,cdt:Monument,Chapelle,,,,,,,,13530,,TRETS,non,,04 42 61 23 75,,,,,
Chapelle des Minimes,,,,,,,5.607085,43.175848,La Ciotat,,cdt:Monument,Chapelle,,,,Place,Guibert,,,13600,,LA CIOTAT,non,,04 42 08 88 00,,,,,
Ch‚teau des Rolland,,,,,,,4.9610649,43.8600677,Cabannes,,cdt:Monument,Ch‚teau,,,,,,,,13440,,CABANNES,non,,00 00 00 00 00,,,,,
Monuments aux Morts,,,,,,,4.9497,43.861102,Cabannes,,cdt:Monument,Monument aux morts,,,,Place,De l'Èglise,,,13440,,CABANNES,non,,00 00 00 00 00,,,,,
Eglise Sainte-Madeleine,,,,,,,4.9497,43.861102,Cabannes,,cdt:Monument,Eglise,,,,Rue,De l'Èglise,,,13440,,CABANNES,non,,00 00 00 00 00,,,,,
Lavoir couvert,,,,,,,4.9517036,43.8607768,Cabannes,,cdt:Monument,Lavoir,,,,Boulevard,Des Ecoles,,,13440,,CABANNES,non,,00 00 00 00 00,,,,,
Chapelle Saint-Michel,,,,,,,4.949205,43.857451,Cabannes,,cdt:Monument,Chapelle,Boulevard Saint Michel,,,Route,De VerquiËres,,,13440,,CABANNES,non,,00 00 00 00 00,,,,,
Oratoire Sainte-Madeleine,,,,,,,4.9170684814453125,43.884547279184694,Cabannes,,cdt:Monument,Oratoire,,,,Pont,De Bompas,RD 24,,13440,,CABANNES,non,,00 00 00 00 00,,,,,
Oratoire Saint-Alphonse de Liguori,,,,,,,4.947302341461182,43.86114359140899,Cabannes,,cdt:Monument,Oratoire,,,,RD,26,,,13440,,CABANNES,non,,00 00 00 00 00,,,,,
Oratoire de la Vierge Marie,,,,,,,4.95178,43.860029,Cabannes,,cdt:Monument,Oratoire,,,,Route,De Cavaillon,,,13440,,CABANNES,non,,00 00 00 00 00,,,,,
Oratoire Saint-Roch,,,,,,,4.9546894,43.8545144,Cabannes,,cdt:Monument,Oratoire,,,,Chemin,De saint Roch,,,13440,,CABANNES,non,,00 00 00 00 00,,,,,
Eglise Saint Maxime,,,,,,,4.842396,43.8414,Eyragues,,cdt:Monument,Eglise,,,,,,,,13630,,EYRAGUES,non,,04 90 94 34 08,,,,,
Aqueduc de Meyrargues,,,,,,,5.532084,43.624008,Meyrargues,,cdt:Monument,Aqueduc,,,,,,,,13650,,MEYRARGUES,non,,04 42 57 50 09,,,,,
Chapelle Notre Dame d'Astor,,,,,,,5.576243,43.625964,Peyrolles en Provence,,cdt:Monument,Chapelle,,,,,,Hameau de Recuelles,,13860,,PEYROLLES EN PROVENCE,non,,04 42 57 80 05,,,,,
Chapelle Sainte Anne de Goiron,,,,,,,5.276497,43.696048,La Roque d'AnthÈron,,cdt:Monument,Chapelle,Route de Sainte Anne,,,,,,,13640,,LA ROQUE D'ANTHERON,non,,04 42 50 70 74,,,,,
Chapelle Notre Dame du Rouet,,,,,,,5.159182,43.346074,Carry le Rouet,,cdt:Monument,Chapelle,,,,,,,,13620,,CARRY LE ROUET,non,,04 42 44 71 74,,,,,
Eglise Saint VÈrÈdËme,,,,,,,4.948606,43.832489,VerquiËres,,cdt:Monument,Eglise,,,,,,,,13670,,VERQUIERES,non,,04 90 90 22 50,marie-de-verquieres@wanadoo.fr,,,,
Maison de Fernandel,,,,,,,5.159182,43.346074,Carry le Rouet,,cdt:Monument,Maison,,,,,,,,13620,,CARRY LE ROUET,non,,0,,,,,
FaÁade palais comtal,,,,,,,5.055299,43.406048,Martigues,,cdt:Monument,Palais,,23,,Rue,GaliniËre,,,13500,,MARTIGUES,non,,00 00 00 00 00,,,,,
Prud'homie de PÍche,,,,,,,5.053378,43.406105,Martigues,,cdt:Monument,Patrimoine divers,,,,Quai,Lucien Toulmond,,,13500,,MARTIGUES,non,,04 42 42 17 32,,,,,
Eglise Saint Pierre,,,,,,,5.66052,43.629047,Jouques,,cdt:Monument,Eglise,,,,,,,,13490,,JOUQUES,non,,04 42 57 80 40,,,,,
Village de Saint Paul lez Durance,,,,,,,5.761583,43.6937032,Saint Paul lez Durance,,cdt:Site,Village perchÈ - village pittoresque,,,,,,,,13115,,ST PAUL LES DURANCE,non,,04 42 57 40 56,,,,,
Eglise du Puy Sainte RÈparade,,,,,,,5.434175,43.662194,Le Puy Sainte RÈparade,,cdt:Monument,Eglise,,5,,Avenue,De la bourgade,,,13610,,LE PUY SAINTE REPARADE,non,,04 42 61 80 43,,,,,
Chapelle Sainte Croix,,,,,,,4.9445246,43.8292892,Saint Andiol,,cdt:Monument,Chapelle,CimetiËre,,,Route,Jean Moulin,,,13670,,SAINT ANDIOL,non,,04 90 95 48 95,saint-andiol-tourisme@wanadoo.fr,,,,
Chapelle Notre Dame de la Roque,,,,,,,5.66052,43.629047,Jouques,,cdt:Monument,Chapelle,,,,,,Jouques le Vieux,,13490,,JOUQUES,non,,04 42 63 76 12,,,,,
Chapelle Notre Dame du Pieux ZÈlÈ,,,,,,,4.780063,43.832875,Eyragues,,cdt:Monument,Chapelle,,,,Route,Des Jardins,,,13630,,EYRAGUES,non,,04 90 94 34 08,,,,,
Grotte de l'Escale,,,,,,,5.426929,43.661382,Saint EstËve Janson,,cdt:Site,Grotte archÈologique,,,,Rue,Des Ècoles,,,13610,,SAINT ESTEVE JANSON,non,,04 42 61 97 03,saint-esteve-janson@wanadoo.fr,,,,
Ch‚teau de Cadarache,,,,,,,5.761583,43.6937032,Saint Paul lez Durance,,cdt:Monument,Ch‚teau,,,,,,,,13115,,ST PAUL LES DURANCE,non,,04 42 57 68 00,,,,,
Ch‚teau de Florans,,,,,,,5.316497,43.717548,La Roque d'AnthÈron,,cdt:Monument,Ch‚teau,Rue de Florans,,,,,,,13640,,LA ROQUE D'ANTHERON,non,,04 42 95 75 00,,,,,
HÙtel Colla de Pradines,,,,,,,5.054774,43.404785,Martigues,,cdt:Monument,HÙtel particulier,,,,Place,De la LibÈration,,,13500,,MARTIGUES,non,,04 42 13 50 13,,,,,
Chapelle de Sainte - Croix,,,,,,,5.071849,43.330748,Martigues,,cdt:Monument,Chapelle,,,,,,Plage de Sainte - Croix,,13500,,MARTIGUES,non,,00 00 00 00 00,,,,,
Maison ‡ chapeau de gendarme,,,,,,,5.053047,43.405149,Martigues,,cdt:Monument,Maison,,,,Quai,Poterne,,,13500,,MARTIGUES,non,,00 00 00 00 00,,,,,
